,case,Temp,Pressure,f11,f12,f13,f21,f22,f23,f31,f32,f33,p11,p12,p13,p21,p22,p23,p31,p32,p33
3088,9.0,300.77149,-3711.7332,1.0308799785825997,0.0,0.00471272134403386,0.0,1.0,0.0,0.0,0.0,1.0,0.5450550926913176,-0.015712920245042564,0.058586860682843606,-0.015267537578338803,0.2598557198186638,0.005533653450016453,0.05527254994508577,0.005533653450016453,0.3410970990854241
3089,9.0,300.63141,-3610.8857,1.0308899882572973,0.0,0.004714248961919576,0.0,1.0,0.0,0.0,0.0,1.0,0.5360860307092631,-0.000124523155384339,0.023434769386971605,-0.00013971955017036096,0.25038935058425216,0.004139011369088599,0.021230887215695295,0.004139011369088599,0.3283789903749862
3090,9.0,299.79,-3147.3894,1.0308999979319946,0.0,0.004715776579805292,0.0,1.0,0.0,0.0,0.0,1.0,0.4890334923853028,0.00030383055927426036,0.04948066462201835,0.00026997199458446533,0.2143508013036292,0.0054108650364628,0.046773598309023355,0.0054108650364628,0.26756191702922494
3091,9.0,300.18679,-3068.0919,1.030909974571462,0.0,0.004717299156047822,0.0,1.0,0.0,0.0,0.0,1.0,0.47898265627793146,-0.017489547989622475,0.021252957940769847,-0.01686994377101391,0.2002005866820308,-0.02080739049561721,0.01939231611605581,-0.02080739049561721,0.26736184943200825
3092,9.0,299.59445,-3529.6084,1.0309199842461596,0.0,0.004718826773933565,0.0,1.0,0.0,0.0,0.0,1.0,0.5670211578163069,0.003051295768020339,0.027135247340648566,0.003017222378702319,0.2374857346202619,-0.012549534436342864,0.025021804007372996,-0.012549534436342864,0.28392005295847844
3093,9.0,299.48733,-3712.9606,1.0309299939208572,0.0,0.004720354391819309,0.0,1.0,0.0,0.0,0.0,1.0,0.5616944771573595,0.010136946370188853,0.037568426795428135,0.009804011899652647,0.25487076884223425,0.006291146726484074,0.03493287690855441,0.006291146726484074,0.3294405647061463
3094,9.0,300.04028,-3314.4259,1.0309399705603244,0.0,0.004721876968061811,0.0,1.0,0.0,0.0,0.0,1.0,0.5048259209514818,0.01205454226056554,0.04763698074613667,0.011640757808761932,0.23600481302569562,0.011355600381653931,0.04491572107317918,0.011355600381653931,0.2819998475742053
3095,9.0,299.55917,-3107.8551,1.030949980235022,0.0,0.004723404585947555,0.0,1.0,0.0,0.0,0.0,1.0,0.45471047417044935,-0.0033611014368471067,0.04580315272517225,-0.003209392826921663,0.22272031074886448,-0.0110890279273609,0.0431350436324497,-0.0110890279273609,0.28222870190443294
3096,9.0,300.42076000000003,-3286.1447,1.0309599899097195,0.0,0.004724932203833271,0.0,1.0,0.0,0.0,0.0,1.0,0.5075510383426702,-0.013897245266794546,0.03857758580245115,-0.013499967615324857,0.21894586780861397,0.004377038397615517,0.036101745931385334,0.004377038397615517,0.2874390832962721
3097,9.0,300.36188,-3601.3745,1.0309699995844168,0.0,0.004726459821718987,0.0,1.0,0.0,0.0,0.0,1.0,0.5352851276311539,0.005308378556028119,0.06130260369985958,0.005141595376140393,0.2568040328015953,0.0015969612585585245,0.057995550713057786,0.0015969612585585245,0.31967494960548454
3098,9.0,300.68235,-3428.6690000000003,1.0309799762238843,0.0,0.0047279823979615165,0.0,1.0,0.0,0.0,0.0,1.0,0.5456836065859159,0.009985239452394464,0.040048138767157404,0.009667316152847152,0.2316558665714014,0.003898084517252006,0.03756029003255512,0.003898084517252006,0.28008391972915797
3099,9.0,299.94277999999997,-3076.7443,1.0309899858985818,0.0,0.00472951001584726,0.0,1.0,0.0,0.0,0.0,1.0,0.4633798045445843,0.0013331976475735078,0.06175225543292361,0.0013521287945627613,0.2283932583945778,-0.012862558502251525,0.05871340497957745,-0.012862558502251525,0.2578116669349944
3100,9.0,300.20859,-3090.7996,1.0309999955732794,0.0,0.004731037633733004,0.0,1.0,0.0,0.0,0.0,1.0,0.4743780744940968,0.0006347886660978835,0.04912522550516258,0.0006087403710765063,0.2151646267923681,0.0015170765418464503,0.046435912475404795,0.0015170765418464503,0.26417036712364866
3101,9.0,299.5988,-3539.5833,1.0310099722127466,0.0,0.004732560209975506,0.0,1.0,0.0,0.0,0.0,1.0,0.5183874256175048,-0.008130079330622732,0.04721189919818482,-0.00795254809948008,0.2583022696053747,0.014596130081377902,0.04433990858951175,0.014596130081377902,0.316321654448498
3102,9.0,300.04947000000004,-3631.9023,1.0310199818874441,0.0,0.00473408782786125,0.0,1.0,0.0,0.0,0.0,1.0,0.5328617081582283,-0.00038519700892992667,0.03671193248393123,-0.0004203699691222895,0.25673966747840415,0.010184185586253296,0.034083194861038515,0.010184185586253296,0.33194938344585523
3103,9.0,299.04528,-3289.0646,1.0310299915621417,0.0,0.004735615445746966,0.0,1.0,0.0,0.0,0.0,1.0,0.507998528496313,-0.00886011114831409,0.03188646202793273,-0.008583562576359997,0.2249951632479399,-0.0021540384250773575,0.029631968628827728,-0.0021540384250773575,0.2819092212780487
3104,9.0,299.77951,-3048.1551,1.0310400012368393,0.0,0.004737143063632709,0.0,1.0,0.0,0.0,0.0,1.0,0.4895552244773162,-0.011093456255587598,0.042540204851179195,-0.010797371209691809,0.19647094053504816,0.008246609672307363,0.040092958432759306,0.008246609672307363,0.2539000665426706
3105,9.0,300.15304,-3314.1020000000003,1.0310499778763065,0.0,0.004738665639875211,0.0,1.0,0.0,0.0,0.0,1.0,0.5201649778903807,0.0061067684719931185,0.03316932977556242,0.005909497209385484,0.21016770343068283,0.0029083092253123425,0.03082821929263947,0.0029083092253123425,0.29204317440658495
3106,9.0,300.39926,-3665.7990000000004,1.031059987551004,0.0,0.004740193257760955,0.0,1.0,0.0,0.0,0.0,1.0,0.5469508569842075,-0.0038497687209164575,0.05352917030810839,-0.0037777463017529406,0.2465498868036063,0.009559596302448044,0.05036189610635544,0.009559596302448044,0.3381791096850297
3107,9.0,300.17025,-3462.5622,1.0310699972257016,0.0,0.004741720875646699,0.0,1.0,0.0,0.0,0.0,1.0,0.5271538582885128,-0.0003782977423960325,0.03513639825619753,-0.00032731035862107737,0.2292464551549989,-0.008608235893912236,0.03264144125931741,-0.008608235893912236,0.3122890499766648
3108,9.0,300.62877000000003,-3125.8889,1.031079973865169,0.0,0.004743243451889229,0.0,1.0,0.0,0.0,0.0,1.0,0.47011378154839095,-0.0025871789579469573,0.04641666385379243,-0.0024906802837100115,0.21592938440149206,-0.004024334046177607,0.04373473755784496,-0.004024334046177607,0.278849654053241
3109,9.0,299.98225,-3228.9295,1.0310899835398664,0.0,0.0047447710697749446,0.0,1.0,0.0,0.0,0.0,1.0,0.5053857267363037,0.004149111387187983,0.03498972751579858,0.003997549475854288,0.21664579849077045,0.0057491001206252945,0.03267328276424941,0.0057491001206252945,0.2741192165203765
3110,9.0,300.19555,-3598.1666,1.031099993214564,0.0,0.0047462986876606605,0.0,1.0,0.0,0.0,0.0,1.0,0.5415622208283662,-0.0008520365233359855,0.03578440509369012,-0.0008234008526665001,0.2600937305860582,-0.0006379517889514596,0.03328224593635624,-0.0006379517889514596,0.30910012856161945
3111,9.0,299.88565,-3702.5435,1.0311099698540311,0.0,0.00474782126390319,0.0,1.0,0.0,0.0,0.0,1.0,0.5379532341936126,0.00965379386744595,0.050840860184532495,0.009396626814176913,0.2682356083155276,-0.0074058650684508875,0.04775366944703994,-0.0074058650684508875,0.33732852008399383
3112,9.0,299.43985,-3370.9816,1.0311199795287287,0.0,0.004749348881788906,0.0,1.0,0.0,0.0,0.0,1.0,0.49820449634826913,-0.008026709796692996,0.04381417223271595,-0.007780748629971246,0.23873127902473826,-0.0008052532534566036,0.04109190109565176,-0.0008052532534566036,0.30393471865289895
3113,9.0,299.21511,-3109.5906,1.0311299892034262,0.0,0.00475087649967465,0.0,1.0,0.0,0.0,0.0,1.0,0.46937222132400513,0.020326803978325474,0.0656843794093202,0.01970679197538428,0.2231386152371569,0.0013765420999186412,0.06247011483553003,0.0013765420999186412,0.2672287047474884
3114,9.0,299.74974,-3258.3793,1.0311399988781236,0.0,0.004752404117560394,0.0,1.0,0.0,0.0,0.0,1.0,0.4924893843510703,-0.010854071880193269,0.0390043970404148,-0.010614852989172342,0.2230485043759268,0.019217140818451963,0.03648875356291154,0.019217140818451963,0.29024967119129635
3115,9.0,299.50206000000003,-3572.2794,1.031149975517591,0.0,0.004753926693802923,0.0,1.0,0.0,0.0,0.0,1.0,0.538123307085395,-0.0016036593692517992,0.05878213024515963,-0.0015800584169296998,0.25157582850142507,0.005388772341613683,0.055563502249465456,0.005388772341613683,0.31296785936796095
